Order_ID,Customer_ID,Customer_Name,Order_Date,Region,State,City,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount_Pct,Sales_Amount,Cost_Amount,Profit_Amount,Profit_Margin_Pct,Payment_Method,Shipping_Mode,Delivery_Status,Customer_Segment
ORD-1101,C1058,Tushar Jain,2024-11-11,East,Odisha,Bhubaneswar,Electronics,Bluetooth Speaker,4,55928.9,2.8,217451.56,161154.92,56296.64,25.89,UPI,Standard,Delivered,Small Business
ORD-1296,C1026,Rohan Tiwari,2024-11-13,East,West Bengal,Howrah,Beauty & Personal Care,Sunscreen SPF50,3,3868.46,11.6,10259.16,5498.06,4761.1,46.41,Net Banking,Express,Returned,Small Business
ORD-1005,C1059,Vijay Agarwal,2024-11-14,East,Jharkhand,Ranchi,Books & Stationery,Notebook Set,4,542.65,16.3,1816.79,753.08,1063.71,58.55,Cash on Delivery,Standard,Delivered,Small Business
ORD-1218,C1039,Lata Mishra,2024-11-14,East,Bihar,Gaya,Electronics,Gaming Mouse,4,1431.16,4.0,5495.65,3917.09,1578.56,28.72,Credit Card,Economy,Delivered,Consumer
ORD-1015,C1043,Kavita Mehta,2024-11-15,North,Punjab,Amritsar,Sports & Fitness,Badminton Racket,2,12874.91,6.7,24024.58,14884.74,9139.84,38.04,Debit Card,Standard,Returned,Corporate
ORD-1154,C1023,Swati Verma,2024-11-16,South,Tamil Nadu,Coimbatore,Home & Kitchen,Vacuum Cleaner,1,14006.61,16.8,11653.5,7711.66,3941.84,33.83,EMI,Economy,In Transit,Small Business
ORD-1061,C1018,Suman Tiwari,2024-11-17,East,Odisha,Rourkela,Home & Kitchen,Non-Stick Cookware Set,2,15598.1,18.6,25393.71,16724.41,8669.3,34.14,UPI,Standard,Delivered,Home Office
ORD-1205,C1028,Sneha Nair,2024-11-17,South,Tamil Nadu,Chennai,Sports & Fitness,Skipping Rope,1,21439.11,9.1,19488.15,10975.99,8512.16,43.68,EMI,Express,Delivered,Corporate
ORD-1197,C1074,Rohan Chopra,2024-11-19,South,Tamil Nadu,Chennai,Books & Stationery,Fountain Pen,2,1166.06,15.1,1979.97,985.81,994.16,50.21,Debit Card,Economy,Delivered,Small Business
ORD-1265,C1007,Arjun Patel,2024-11-20,South,Telangana,Warangal,Home & Kitchen,Water Purifier,3,14722.15,14.3,37850.65,19906.11,17944.54,47.41,Cash on Delivery,Standard,Delivered,Corporate
ORD-1219,C1045,Akash Saxena,2024-11-21,West,Gujarat,Vadodara,Sports & Fitness,Treadmill,2,421.95,15.3,714.78,387.37,327.41,45.81,EMI,Standard,Delivered,Small Business
ORD-1221,C1018,Suman Tiwari,2024-11-22,North,Uttar Pradesh,Agra,Beauty & Personal Care,Nail Polish Kit,4,3902.04,12.5,13657.14,5106.33,8550.81,62.61,Net Banking,Standard,In Transit,Home Office
ORD-1118,C1071,Deepa Chopra,2024-11-23,North,Uttar Pradesh,Kanpur,Books & Stationery,Data Science Handbook,4,752.17,12.8,2623.57,1116.77,1506.8,57.43,Cash on Delivery,Express,Cancelled,Small Business
ORD-1121,C1080,Vijay Das,2024-11-23,East,West Bengal,Kolkata,Electronics,Laptop,5,21760.75,4.2,104233.99,74467.62,29766.37,28.56,UPI,Economy,Returned,Consumer
ORD-1305,C1001,Kavita Gupta,2024-11-24,West,Goa,Margao,Books & Stationery,Planner,4,542.97,10.8,1937.32,820.77,1116.55,57.63,EMI,Standard,Cancelled,Home Office
ORD-1120,C1065,Pooja Rao,2024-11-24,North,Haryana,Gurugram,Books & Stationery,Art Supplies Kit,3,275.24,9.5,747.28,378.64,368.64,49.33,Credit Card,Express,Delivered,Consumer
ORD-1258,C1029,Usha Sinha,2024-11-27,North,Haryana,Gurugram,Beauty & Personal Care,Face Serum,2,3437.21,33.4,4578.36,1847.73,2730.63,59.64,Credit Card,Express,Delivered,Corporate
ORD-1181,C1022,Kavita Yadav,2024-11-27,North,Haryana,Hisar,Sports & Fitness,Skipping Rope,1,4006.06,11.2,3557.38,2204.31,1353.07,38.04,Cash on Delivery,Standard,In Transit,Home Office
ORD-1236,C1063,Suman Sinha,2024-11-28,West,Maharashtra,Pune,Home & Kitchen,Water Purifier,2,24401.34,19.6,39237.35,23389.82,15847.53,40.39,Debit Card,Express,Returned,Small Business
ORD-1027,C1009,Usha Rao,2024-11-29,West,Rajasthan,Jaipur,Beauty & Personal Care,Face Serum,5,350.53,38.6,1076.13,436.97,639.16,59.39,UPI,Standard,Delivered,Corporate
ORD-1284,C1064,Lata Nair,2024-11-30,South,Karnataka,Mysuru,Beauty & Personal Care,Lipstick Pack,4,488.88,25.0,1466.64,629.21,837.43,57.1,UPI,Standard,Delivered,Home Office
ORD-1087,C1020,Arjun Das,2024-12-01,South,Telangana,Warangal,Books & Stationery,Fiction Novel,2,243.93,8.8,444.93,193.41,251.52,56.53,UPI,Express,Cancelled,Corporate
ORD-1264,C1043,Kavita Mehta,2024-12-01,South,Telangana,Hyderabad,Beauty & Personal Care,Hair Dryer,3,2941.97,26.8,6460.57,3735.22,2725.35,42.18,UPI,Express,Delivered,Corporate
ORD-1074,C1015,Rasika Verma,2024-12-01,East,Bihar,Gaya,Sports & Fitness,Badminton Racket,3,15989.3,20.1,38326.35,19847.38,18478.97,48.21,EMI,Express,Delivered,Corporate
ORD-1105,C1031,Nikhil Chauhan,2024-12-02,West,Maharashtra,Nagpur,Beauty & Personal Care,Nail Polish Kit,3,3027.17,20.7,7201.64,2642.21,4559.43,63.31,EMI,Standard,Cancelled,Home Office
ORD-1077,C1020,Arjun Das,2024-12-02,East,Jharkhand,Dhanbad,Electronics,Bluetooth Speaker,5,25545.95,2.1,125047.43,87718.58,37328.85,29.85,Net Banking,Express,Cancelled,Corporate
ORD-1012,C1004,Rohan Das,2024-12-03,North,Punjab,Amritsar,Fashion,Jacket,3,1734.4,28.9,3699.48,1690.29,2009.19,54.31,Credit Card,Economy,Delivered,Consumer
ORD-1151,C1005,Rasika Bose,2024-12-04,South,Tamil Nadu,Coimbatore,Home & Kitchen,Pressure Cooker,3,4874.32,22.5,11332.79,7574.93,3757.86,33.16,Net Banking,Standard,Delivered,Home Office
ORD-1115,C1041,Pankaj Shah,2024-12-07,North,Uttar Pradesh,Lucknow,Beauty & Personal Care,Hair Dryer,4,3989.46,34.3,10484.3,6205.56,4278.74,40.81,Debit Card,Standard,In Transit,Home Office
ORD-1111,C1010,Ajay Jain,2024-12-09,West,Maharashtra,Nagpur,Home & Kitchen,Pillow Set,4,7008.97,24.6,21139.05,14977.84,6161.21,29.15,EMI,Economy,Delivered,Consumer
ORD-1179,C1053,Sneha Pillai,2024-12-10,North,Punjab,Chandigarh,Fashion,Jacket,3,4207.02,7.1,11724.96,7175.05,4549.91,38.81,Net Banking,Express,Returned,Consumer
ORD-1153,C1077,Ananya Verma,2024-12-10,South,Karnataka,Bengaluru,Sports & Fitness,Cycling Gloves,2,28589.36,23.3,43856.08,24445.5,19410.58,44.26,Debit Card,Express,Delivered,Small Business
ORD-1018,C1031,Nikhil Chauhan,2024-12-10,South,Kerala,Kozhikode,Fashion,Casual T-Shirt,3,2722.62,24.0,6207.57,3003.2,3204.37,51.62,Debit Card,Express,Cancelled,Home Office
ORD-1063,C1029,Usha Sinha,2024-12-12,East,Odisha,Cuttack,Beauty & Personal Care,Perfume Set,3,3246.3,24.0,7401.56,2729.88,4671.68,63.12,EMI,Economy,Cancelled,Corporate
ORD-1016,C1049,Rekha Singh,2024-12-12,East,Bihar,Muzaffarpur,Beauty & Personal Care,Nail Polish Kit,4,2834.25,26.6,8321.36,3311.57,5009.79,60.2,EMI,Express,In Transit,Corporate
ORD-1294,C1037,Sai Malhotra,2024-12-15,North,Delhi,Dwarka,Fashion,Formal Shirt,1,1239.54,27.5,898.67,395.62,503.05,55.98,Debit Card,Express,Cancelled,Consumer
ORD-1247,C1069,Divya Mehta,2024-12-17,East,Jharkhand,Dhanbad,Fashion,Handbag,1,4251.75,29.6,2993.23,1510.56,1482.67,49.53,Net Banking,Express,Delivered,Small Business
ORD-1182,C1075,Mohan Joshi,2024-12-18,West,Rajasthan,Jodhpur,Electronics,Laptop,1,21292.08,10.2,19120.29,13456.09,5664.2,29.62,Cash on Delivery,Express,Delivered,Corporate
ORD-1046,C1053,Sneha Pillai,2024-12-21,West,Maharashtra,Pune,Home & Kitchen,Ceiling Fan,3,8162.24,7.1,22748.16,12178.94,10569.22,46.46,Net Banking,Same Day,Returned,Consumer
ORD-1056,C1022,Kavita Yadav,2024-12-21,East,Odisha,Rourkela,Electronics,DSLR Camera,1,61021.28,14.1,52417.28,32504.03,19913.25,37.99,Debit Card,Standard,Delivered,Home Office
ORD-1203,C1002,Nilesh Singh,2024-12-22,North,Delhi,New Delhi,Beauty & Personal Care,Moisturiser SPF,2,2435.67,25.6,3624.28,1671.76,1952.52,53.87,Debit Card,Standard,Cancelled,Small Business
ORD-1136,C1072,Sunita Jain,2024-12-22,East,West Bengal,Howrah,Beauty & Personal Care,Perfume Set,4,973.85,34.8,2539.8,1061.09,1478.71,58.22,Debit Card,Express,Delivered,Corporate
ORD-1106,C1060,Divya Gupta,2024-12-22,East,Odisha,Bhubaneswar,Home & Kitchen,Bed Sheet Set,3,20375.02,8.5,55929.43,37551.66,18377.77,32.86,Net Banking,Express,Cancelled,Consumer
ORD-1028,C1060,Divya Gupta,2024-12-24,South,Karnataka,Hubli,Fashion,Ethnic Kurta,2,2525.74,8.4,4627.16,2947.22,1679.94,36.31,Debit Card,Same Day,Delivered,Consumer
ORD-1065,C1060,Divya Gupta,2024-12-24,South,Kerala,Kochi,Sports & Fitness,Badminton Racket,3,32050.91,10.5,86056.69,44007.59,42049.1,48.86,Debit Card,Economy,Delivered,Consumer
ORD-1250,C1002,Nilesh Singh,2024-12-24,North,Delhi,Dwarka,Sports & Fitness,Cricket Bat,5,11549.21,11.9,50874.27,29632.65,21241.62,41.75,Cash on Delivery,Economy,Delivered,Small Business
ORD-1210,C1055,Nilesh Reddy,2024-12-25,East,Odisha,Bhubaneswar,Electronics,DSLR Camera,5,23489.83,14.3,100653.92,75834.88,24819.04,24.66,Net Banking,Standard,Returned,Small Business
ORD-1291,C1039,Lata Mishra,2024-12-25,West,Rajasthan,Jodhpur,Beauty & Personal Care,Hair Dryer,2,1739.07,31.0,2399.92,1289.01,1110.91,46.29,Cash on Delivery,Same Day,Returned,Consumer
ORD-1303,C1069,Divya Mehta,2024-12-25,South,Karnataka,Hubli,Electronics,Smartwatch,2,69304.11,8.5,126826.52,78732.05,48094.47,37.92,EMI,Economy,Returned,Small Business
ORD-1237,C1001,Kavita Gupta,2024-12-25,East,Odisha,Rourkela,Sports & Fitness,Dumbbell Pair,4,10877.45,22.2,33850.62,17701.26,16149.36,47.71,Cash on Delivery,Economy,Cancelled,Home Office
ORD-1134,C1037,Sai Malhotra,2024-12-26,East,Jharkhand,Ranchi,Fashion,Sports Shoes,5,1702.95,33.2,5687.85,3671.88,2015.97,35.44,Credit Card,Economy,Delivered,Consumer
